WigleWifi-1.6,appRelease=2.86,model=Pixel 8 Pro,release=14,device=husky,display=AP1A.240505.005,board=husky,brand=google,star=Sol,body=3,subBody=0
MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,RCOIs,MfgrId,Type
02:54:af:f5:c9:28,Rush F150,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS],2023-12-15 19:54:21,6,2437,-90,33.41050224885289,-82.13738318931783,126.72607866434211,7.4871015548706055,,,WIFI
4c:ab:f8:b5:34:1f,Verizon_Q6M6PJ,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2023-12-15 19:54:21,1,2412,-90,33.41050224885289,-82.13738318931783,126.72607866434211,7.4871015548706055,,,WIFI
62:e6:f0:9a:7a:d2,myBuick,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2023-12-15 19:54:21,1,2412,-86,33.41050224885289,-82.13738318931783,126.72607866434211,7.4871015548706055,,,WIFI
4c:71:0d:da:45:48,DECA-GUEST,[ESS],2023-12-15 19:54:21,40,5200,-86,33.41050224885289,-82.13738318931783,126.72607866434211,7.4871015548706055,,,WIFI
